,drug_row,drug_col,DepMap_ID,synergy_loewe
209,35,19,13,-39.848562984435546
210,35,8,13,-36.5078749111933
211,35,12,13,-30.2952918154649
212,35,16,13,-7.02372413381653
213,35,10,13,-3.92943347266707
214,35,20,13,-22.302019505223
215,35,32,13,-34.6410739344459
216,35,23,13,-10.5153425642833
217,35,1,13,-4.422983984821535
218,35,28,13,-30.2237548197075
219,35,22,13,-8.91406865702948
220,35,9,13,-14.3137801200785
221,35,2,13,-7.227722644227035
222,35,24,13,-11.9088119676592
223,35,26,13,6.3274627325522
224,35,25,13,-6.365366011238115
225,35,29,13,-12.5921310683742
226,35,13,13,-14.7664548625719
227,35,7,13,-11.4635757101671
228,35,21,13,-28.28710735403855
229,35,31,13,-26.652099141240495
230,35,33,13,-14.7282448803341
231,35,6,13,-12.6273622184838
232,26,8,13,-45.1016786246247
233,26,12,13,-19.4564986315352
234,26,10,13,2.01900910367041
235,26,20,13,-12.9664160823299
236,26,23,13,-13.9330908886177
237,26,24,13,-17.824983772550702
238,26,29,13,8.722820418208196
239,26,3,13,4.170426987790365
240,26,21,13,-49.8858542627308
241,25,8,13,-17.942156704623
242,25,12,13,-3.37772258926775
243,25,20,13,-11.1458113321423
244,25,23,13,4.74866166433032
245,25,24,13,-4.35065448400109
246,25,3,13,3.53870612550817
247,25,14,13,-5.4122719047786205
248,25,21,13,-24.8317778003824
249,30,8,13,18.1065842104071
250,30,27,13,6.26181327737746
251,36,10,13,7.367639402421185
252,36,20,13,-8.604566026091371
253,36,32,13,-22.9111197865151
254,36,23,13,9.173399217858414
255,36,27,13,4.99122493185464
256,36,28,13,-17.1932364604338
257,36,34,13,-6.16934229750446
258,36,11,13,11.9039848270195
259,36,22,13,-7.348750518545585
260,36,26,13,5.40677550476006
261,36,30,13,14.4461131773463
262,36,13,13,4.10738909692683
263,36,3,13,14.771782841114
264,36,15,13,3.26453963494974
265,36,7,13,-12.4558565070622
266,36,21,13,-13.7568989313727
267,37,20,13,-31.0610831939118
268,37,29,13,-5.54098980880352
269,37,14,13,-27.4619105197477
270,13,5,13,-22.6331689091232
271,13,12,13,-3.3656283130461557
272,13,10,13,1.95857795521649
273,13,23,13,3.15862743053514
274,13,27,13,-11.7721991109644
275,13,34,13,-40.9120653781666
276,13,26,13,-26.1137162591951
277,13,25,13,-6.3654914621129794
278,13,30,13,-4.0020147024855
279,13,3,13,-9.95399035703698
280,13,14,13,-13.6498916425153
281,13,15,13,-17.104578162594102
282,13,7,13,-37.9444515141201
283,13,6,13,3.096181839769255
284,3,20,13,-5.03331773584183
285,3,30,13,4.57593277367898
286,3,29,13,6.287045680524811
287,3,4,13,3.39047622324237
288,4,20,13,-4.381046177991619
289,4,29,13,24.707419000573
290,14,20,13,-10.16292114239149
291,14,29,13,-9.87391359568659
292,15,19,13,-50.2488826086502
293,15,8,13,-38.2494473629514
294,15,12,13,-22.300131782649
295,15,24,13,-16.6918014416892
296,15,30,13,11.2020575538988
297,15,29,13,-9.97546244486259
298,15,14,13,-11.5276031487239
299,15,7,13,-4.9909906579679895
300,15,21,13,-66.1309087430907
301,7,19,13,-57.71987469223695
302,7,8,13,-54.5159996922369
303,7,12,13,-50.2622354276842
304,7,10,13,-8.442356461926689
305,7,20,13,-33.8758277749717
306,7,23,13,-44.6357793847439
307,7,27,13,-19.6900167804877
308,7,11,13,-10.486280201781597
309,7,24,13,-32.920345858956296
310,7,25,13,-14.4926120364789
311,7,29,13,-10.6599183529324
312,7,37,13,-19.4707531445762
313,7,3,13,-3.48528353415442
314,7,14,13,-4.1886433706993405
315,7,21,13,-53.3833434422369
316,21,29,13,22.0902666327287
317,21,14,13,-18.6513913404197
318,31,5,13,-27.791162367596
319,31,10,13,-4.82759498695381
320,31,20,13,-5.32397731659052
321,31,27,13,-11.1997014243851
322,31,34,13,-49.2928000253991
323,31,11,13,-11.904388212624
324,31,26,13,-19.210257034688095
325,31,25,13,-8.09182134543116
326,31,15,13,-10.837533594598147
327,31,7,13,-65.952897200664
328,33,5,13,-22.9905979443009
329,33,12,13,-5.47687070150595
330,33,10,13,-2.03650242288517
331,33,27,13,-6.71125184966481
332,33,26,13,-13.5324571355946
333,33,30,13,-3.097482914271035
334,33,29,13,-3.65209837773651
335,33,14,13,-12.4953690757513
336,33,15,13,-8.15554489588904
337,33,7,13,-22.5010699475032
338,6,5,13,-22.9325887983491
339,6,20,13,-4.35122929982569
340,6,23,13,3.76848643321337
341,6,24,13,3.7384777279974
342,6,26,13,-13.0130570396232
343,6,30,13,3.11253369493323
344,6,37,13,-22.8890165211245
345,6,14,13,-7.55137331693146
346,6,15,13,-14.142202253514
347,6,7,13,-66.3895874845619
348,0,8,9,3.81020295250238
349,0,11,9,-2.59655884140174
350,0,24,9,6.312036642480015
351,0,26,9,-2.43035299013194
352,0,30,9,2.238868068173435
353,0,14,9,-4.66809752986893
354,0,15,9,3.85927948830424
355,0,7,9,-47.3269971846391
356,5,20,9,5.443853133098935
357,19,8,9,5.60511132658641
358,19,10,9,13.1526169951023
359,19,11,9,5.83411082973357
360,19,24,9,10.2875928487219
361,19,30,9,11.2301605799975
362,19,29,9,9.15242749637977
363,19,14,9,2.72297627771513
364,19,21,9,3.6757992173684304
365,8,29,9,-8.773267412602191
366,8,37,9,3.35368901573823
367,8,4,9,6.404027506279785
368,8,14,9,2.9399269053872503
369,12,30,9,5.715460268846865
370,12,29,9,-4.0099967400370105
371,12,37,9,-3.22231520584399
372,16,8,9,-21.9125112721766
373,16,12,9,-14.6005226683587
374,16,20,9,-24.8709962395544
375,16,23,9,-10.172348922171713
376,16,27,9,-8.043914875736325
377,16,34,9,-10.40323875099471
378,16,11,9,-11.121941586722716
379,16,24,9,-5.81062583364454
380,16,14,9,-21.7903141057581
381,16,15,9,-21.2179391511401
382,17,5,9,-9.05086712377648
383,17,19,9,-26.4176954857443
384,17,8,9,-24.94346464129
385,17,12,9,-40.757109669356296
386,17,10,9,-13.842224147838
387,17,20,9,-42.6299552265321
388,17,23,9,-23.2991253510462
389,17,27,9,-16.731388842254397
390,17,34,9,-12.140758932909598
391,17,11,9,-34.0429760746987
392,17,26,9,-7.42523938470196
393,17,25,9,-7.37121656968193
394,17,30,9,-26.301951173943
395,17,29,9,-17.1350943876332
396,17,3,9,5.61763610641406
397,17,14,9,-12.7922650742665
398,17,15,9,-11.3946896438151
399,17,6,9,-18.8590911558878
400,10,29,9,10.40149019905228
401,10,4,9,7.06231917660301
402,10,21,9,4.42945191120096
403,18,19,9,7.56317285350827
404,18,10,9,14.8132538834323
405,18,34,9,4.77392856709038
406,18,11,9,-4.89873948680836
407,18,24,9,13.1909794128968
408,18,26,9,6.81162619677165
409,18,25,9,11.3882875700262
410,18,30,9,10.8195726865588
411,18,29,9,9.19868243396693
412,32,5,9,-36.2145291940951
413,32,19,9,-10.514338126803295
414,32,12,9,-4.23339489827427
415,32,10,9,-14.4865387784022
416,32,23,9,-2.03489432888546
417,32,27,9,-10.6479693001304
418,32,34,9,-8.683341147823299
419,32,11,9,-3.5207508624336503
420,32,26,9,-17.5340511577541
421,32,25,9,-19.5970456170959
422,32,30,9,7.293940004219189
423,32,29,9,-18.8023442008959
424,32,3,9,-11.9999974175699
425,32,14,9,-7.14961284572996
426,32,7,9,-64.742093442237
427,32,6,9,-7.12221617984345
428,23,5,9,-4.17922024246908
429,23,8,9,5.75633796087957
430,23,30,9,10.749410068948151
431,23,4,9,6.7966369947810605
432,23,21,9,9.555471894673804
433,1,8,9,-5.06415051851383
434,1,23,9,5.3494946616289045
435,1,27,9,-3.25884380489945
436,1,24,9,11.3438262285306
437,1,30,9,9.10340280105028
438,1,15,9,4.24991235120127
439,1,7,9,-19.977300549820903
440,28,5,9,2.06506663042976
441,28,8,9,7.68814626251865
442,28,12,9,-7.076724866108
443,28,10,9,2.8756832527992
444,28,20,9,-8.074771110210145
445,28,23,9,5.79006911772076
446,28,24,9,15.9835882300852
447,28,30,9,10.4422514346924
448,28,29,9,3.95624978270104
449,28,15,9,8.34286604970583
450,28,7,9,-10.7988083795958
451,34,5,9,-4.13300180126264
452,34,19,9,2.45360032691892
453,34,8,9,6.63113633078034
454,34,12,9,1.1633251635954012
455,34,1,9,-5.85100741757641
456,34,24,9,19.3885739690567
457,34,26,9,-6.59623027568631
458,34,25,9,-3.33378917498068
459,34,30,9,14.6962348203443
460,34,29,9,-5.096445239055949
461,34,37,9,-5.503399322960014
462,34,14,9,4.8528758945142645
463,34,15,9,9.223849787607593
464,34,7,9,-19.3891152210811
465,34,33,9,3.5613887306301497
466,11,8,9,4.29601359657911
467,11,23,9,-6.519506030493795
468,11,27,9,5.03482547549153
469,11,24,9,9.994520675305289
470,11,37,9,-8.47732202932604
471,11,21,9,5.87794346465045
472,22,5,9,-14.3012756167346
473,22,19,9,-21.0009784531896
474,22,8,9,-26.6086202378433
475,22,12,9,-33.4141064368036
476,22,10,9,-9.938954439437875
477,22,20,9,-21.6573130870024
478,22,23,9,-77.306629354943
479,22,27,9,-22.500111871126
480,22,34,9,-14.9077841929189
481,22,11,9,-85.32037469223695
482,22,24,9,-10.6728231648293
483,22,26,9,-16.0262017534228
484,22,25,9,-16.548776349284502
485,22,30,9,-20.8236234519321
486,22,29,9,-15.6215945813263
487,22,14,9,-26.2460170325997
488,22,15,9,-30.94785271684
489,22,6,9,-38.5593206216263
490,9,5,9,-16.067640635383
491,9,19,9,-8.241696419155911
492,9,8,9,-6.00967590683311
493,9,12,9,-6.73919757726929
494,9,10,9,-3.09116870415793
495,9,20,9,-4.22955885474938
496,9,27,9,-15.157334629607
497,9,34,9,-13.9281647701086
498,9,11,9,-6.14523794836908
499,9,24,9,-5.765927189935621
500,9,26,9,-9.001332351116229
501,9,25,9,-10.355345644971116
502,9,29,9,-8.7929150935145
503,9,14,9,-7.811581070799919
504,9,15,9,-9.51529222893242
505,9,7,9,-45.6692543658796
506,9,6,9,-13.8550461420641
507,2,10,9,6.07725853713785
508,2,24,9,12.5992459563601
509,2,25,9,-5.5684865871622105
510,2,30,9,11.412986367872984
511,2,15,9,7.44693279083482
512,2,7,9,-24.4770397165329
513,24,5,9,8.50861031563107
514,24,8,9,9.51268500605148
515,24,12,9,2.09870732133714
516,24,23,9,13.3098933916293
517,24,27,9,3.78462696448698
518,24,30,9,19.1954815067923
519,24,29,9,7.800382000789259
520,24,37,9,-6.29304613470716
521,24,3,9,8.81860721141029
522,24,4,9,13.7796364761182
523,24,14,9,6.92257852374562
524,24,21,9,12.630005856977402
525,35,0,9,-7.748329823420365
526,35,8,9,-21.2817419684994
527,35,12,9,-29.6025224769946
528,35,16,9,14.055718921858048
529,35,17,9,11.76282309774701
530,35,20,9,-21.610248615257294
531,35,32,9,-40.970387869750496
532,35,27,9,-12.9575601381995
533,35,34,9,-5.255694613793976
534,35,9,9,-19.5905996824398
535,35,2,9,-10.315271622399926
536,35,30,9,-28.3408008575914
537,35,29,9,-5.64749440315906
538,35,36,9,-9.780205215878723
539,35,37,9,5.691844902312704
540,35,13,9,-14.0738272075412
541,35,4,9,-12.1887895617467
542,35,31,9,-21.424973052571097
543,35,33,9,-12.9098576580315
544,35,6,9,-9.774668788165684
545,26,8,9,-7.25500437720223
546,26,10,9,4.117674233034871
547,26,23,9,7.81627377664891
548,26,24,9,9.585994077694515
549,26,29,9,5.17983279394593
550,25,8,9,-3.95988529785423
551,25,12,9,-7.438284988111435
552,25,10,9,4.32311292016302
553,25,24,9,9.17214700854584
554,25,30,9,5.404057506518541
555,30,8,9,15.1415687450564
556,30,20,9,4.8825719677935
557,30,27,9,7.327628718591599
558,30,4,9,11.2667395800302
559,30,21,9,10.81552108755041
560,36,16,9,-13.869409041676
561,36,17,9,-19.2690024322094
562,36,10,9,12.4623583890808
563,36,18,9,6.49265933697968
564,36,32,9,-6.130101128025959
565,36,22,9,-62.0557063701016
566,36,9,9,-6.13567867326303
567,36,37,9,-4.04005512362097
568,36,3,9,10.100737375483575
569,36,4,9,8.142775956748915
570,36,15,9,6.528775987139349
571,36,7,9,-58.4303127719736
572,36,21,9,8.44689491094751
573,36,31,9,12.0409894927404
574,37,29,9,6.39020382654244
575,37,14,9,-7.734501611983809
576,13,8,9,4.44138386956094
577,13,12,9,-5.7015458018553495
578,13,27,9,-2.80989060603153
579,13,24,9,10.3545783547248
580,13,26,9,-7.351157203370789
581,13,30,9,5.073533770834271
582,13,3,9,-13.8496168387354
583,13,15,9,6.76076870538317
584,13,7,9,-22.3867678314696
585,3,37,9,2.91046163513179
586,3,14,9,6.31161445506254
587,4,14,9,3.48574995681207
588,15,5,9,-10.24364734146062
589,15,19,9,3.80351589965767
590,15,8,9,10.5860183812892
591,15,10,9,5.93047551369548
592,15,11,9,8.26084455026618
593,15,24,9,16.1519213170751
594,15,26,9,4.1612345834662
595,15,25,9,5.44958689144946
596,15,30,9,12.5274940506883
597,15,29,9,5.952312675101281
598,15,3,9,3.9691238008763503
599,15,4,9,12.3167918796853
600,15,14,9,-3.64183028961882
601,15,7,9,-31.5010013174615
602,15,21,9,8.70720583934763
603,7,19,9,-25.6980376252875
604,7,8,9,-25.7456893257556
605,7,12,9,-42.7682034193563
606,7,10,9,-20.8465648276132
607,7,20,9,-40.07876772653211
608,7,23,9,-65.3865588395528
609,7,27,9,-26.386353660085803
610,7,11,9,-72.64765804636849
611,7,26,9,-16.331662149152102
612,7,25,9,-25.1192799012792
613,7,30,9,-21.2315510222246
614,7,29,9,-17.8098495680286
615,7,37,9,-24.31514558429685
616,7,4,9,-24.9220484361022
617,7,14,9,-22.162038064251902
618,7,21,9,-14.431666059834
619,21,29,9,7.043263394801899
620,31,8,9,5.261037415272725
621,31,12,9,2.42716866151533
622,31,23,9,13.6455864080906
623,31,34,9,2.76778952573558
624,31,11,9,4.62382787730737
625,31,24,9,7.18750989266836
626,31,26,9,4.39183977237879
627,31,25,9,7.565834505388786
628,31,30,9,14.7480003061953
629,31,14,9,7.42496991136741
630,31,15,9,8.69826914225839
631,31,7,9,-39.0331600443448
632,31,6,9,9.339841826366287
633,33,8,9,5.473510438924571
634,33,12,9,-3.88054912367843
635,33,20,9,-5.7538067189914806
636,33,27,9,-3.25808130467429
637,33,24,9,11.5310892357462
638,33,26,9,-6.92948534041261
639,33,30,9,4.662029888958919
640,33,3,9,-6.02943999186
641,33,14,9,2.28346270184785
642,33,15,9,7.255198900672379
643,33,7,9,-24.887333351559903
644,6,5,9,-6.519619573297045
645,6,20,9,-6.284386348520735
646,6,23,9,7.652844068433991
647,6,28,9,5.28988135972967
648,6,24,9,13.5025887461934
649,6,30,9,8.2876151769324
650,6,15,9,6.569737567161065
651,6,7,9,-39.687595312577
652,0,12,1,-4.323546075408125
653,0,34,1,4.86008310792068
654,0,26,1,-10.3618762701048
655,0,14,1,-7.94839810941256
656,0,7,1,-38.14117001874981
657,5,30,1,-5.68962289221179
658,5,29,1,-4.988145184211286
659,5,37,1,-8.1577664903227
660,5,14,1,-7.20585835816571
661,5,21,1,-8.68436000128112
662,19,5,1,-11.9431847728869
663,19,12,1,-4.427272931349361
664,19,20,1,-3.659139111206575
665,19,23,1,6.75235824207236
666,19,24,1,4.07982461825931
667,19,26,1,-32.5171677586657
668,19,25,1,-8.29398866992587
669,19,30,1,9.43658173887369
670,19,37,1,-9.537471656081625
671,19,3,1,2.62319473328664
672,19,4,1,5.69201359251684
673,19,14,1,-9.63833093926082
674,12,5,1,-9.916827706313796
675,12,8,1,-6.63465773735869
676,12,20,1,-7.07505500617504
677,12,27,1,-3.941245158880985
678,12,30,1,-8.07886669247741
679,12,29,1,-11.6171926596172
680,12,37,1,-10.6361627419063
681,12,4,1,-8.04925152222845
682,12,14,1,-9.022318626041486
683,12,21,1,-6.40363516514037
684,16,5,1,-6.312784754998215
685,16,19,1,-54.1846370748719
686,16,8,1,-16.5746296033805
687,16,12,1,-9.92626174630979
688,16,10,1,-9.652102115634404
689,16,20,1,-19.430580938603494
690,16,23,1,-12.8780092349061
691,16,27,1,-38.8401118746091
692,16,34,1,-13.3253193071863
693,16,11,1,-13.091229031282602
694,16,24,1,-18.6511155454183
695,16,25,1,-6.42508275700944
696,16,29,1,-14.8323530531927
697,16,14,1,-8.760021968207385
698,16,15,1,-38.1779395070066
699,16,7,1,-11.5964413426609
700,16,6,1,-15.8294574861788
701,17,5,1,-7.81237346729131
702,17,19,1,-48.6393786196093
703,17,8,1,-20.2645207906029
704,17,12,1,-34.4920426705022
705,17,10,1,-7.4271591495377
706,17,20,1,-55.3754203001111
707,17,23,1,-8.5972796736503
708,17,27,1,-31.8536342804069
709,17,34,1,-7.24179462134513
710,17,11,1,-11.7148842498558
711,17,24,1,-13.924493421012802
712,17,29,1,-27.5259973930861
713,17,3,1,-6.1597463411017
714,17,14,1,-13.8587383529839
715,17,15,1,-13.9318744303386
716,17,6,1,-22.1366461869891
717,10,5,1,-7.44054897867508
718,10,8,1,10.5508604436282
719,10,20,1,2.0834290585401654
720,10,27,1,9.60807409316032
721,10,30,1,3.96889643898076
722,10,4,1,3.53244648536735
723,10,14,1,5.61037895471237
724,10,21,1,2.66805891077726
725,18,5,1,-9.08154715182777
726,18,19,1,-44.8349061222034
727,18,8,1,-15.5006770406029
728,18,12,1,-27.939129230537297
729,18,10,1,-10.4117528995377
730,18,20,1,-47.463332538294
731,18,23,1,4.8822203263497
732,18,27,1,-31.941196780406894
733,18,34,1,-7.49588837134513
734,18,29,1,-18.3137445984854
735,18,14,1,-14.9875220338434
736,18,15,1,-6.802862533865475
737,18,7,1,-12.03564520986659
738,18,6,1,-17.4006096245204
739,32,5,1,-17.237429125085
740,32,8,1,3.5794628240724897
741,32,12,1,-4.46739653667374
742,32,10,1,6.66497667360662
743,32,23,1,2.62147963038431
744,32,34,1,-22.3314604819681
745,32,11,1,3.62440807890757
746,32,24,1,6.398757237056
747,32,26,1,-37.4736533854497
748,32,25,1,-15.9045173633449
749,32,30,1,10.4028179811332
750,32,3,1,-6.66875943933362
751,32,14,1,-23.7495074520388
752,32,15,1,-4.8961616615802495
753,32,7,1,-60.1249996922369
754,23,8,1,8.968186559390006
755,23,10,1,11.6056149741378
756,23,20,1,4.68241264802664
757,23,27,1,7.239368566743585
758,23,30,1,7.38600400032562
759,23,3,1,6.04457979711583
760,23,4,1,4.96006657155987
761,23,14,1,12.9628826264016
762,23,21,1,7.34800910457391
763,1,19,1,10.415981384567116
764,1,23,1,8.46768019406249
765,1,27,1,4.12824838544348
766,1,11,1,7.638423716193476
767,1,24,1,8.376430165071351
768,1,26,1,-5.435077025685555
769,1,30,1,7.11648015008867
770,1,29,1,6.584392648339795
771,1,15,1,7.89636442174647
772,1,7,1,-47.5165275281427
773,27,20,1,-1.86102293259202
774,27,37,1,-5.41874551428389
775,27,4,1,5.35528971307278
776,27,14,1,-8.02866317409346
777,28,5,1,-19.0350977846548
778,28,12,1,-8.6192386396162
779,28,10,1,6.691160622640121
780,28,20,1,-8.59603233183725
781,28,23,1,-2.89106871347504
782,28,11,1,-8.00722877662472
783,28,24,1,-6.35788219768161
784,28,26,1,-29.094747539721297
785,28,25,1,-17.2867957471715
786,28,3,1,-19.7913868352271
787,28,14,1,-20.7158100405954
788,28,15,1,-5.53972564797602
789,28,7,1,-28.6876073263819
790,34,19,1,-11.82299577366765
791,34,8,1,9.620128895579889
792,34,12,1,-11.9621214730374
793,34,20,1,-6.53229027716362
794,34,27,1,-7.91302814005814
795,34,28,1,-15.3498267040024
796,34,24,1,9.1504486500199
797,34,26,1,-2.53655552784674
798,34,29,1,-5.85369339594702
799,34,7,1,-12.8657699993174
800,34,21,1,-10.6175678649466
801,34,33,1,-4.26250276648664
802,34,6,1,-2.87833928405768
803,11,8,1,8.77358758449806
804,11,12,1,-6.655139487920045
805,11,10,1,8.834832059863011
806,11,20,1,8.31304836135233
807,11,23,1,2.80501899222876
808,11,27,1,4.980372395465579
809,11,26,1,-7.99312072650431
810,11,30,1,7.84147685259526
811,11,3,1,5.23228738793123
812,11,4,1,7.834246624308195
813,11,14,1,8.71353055459845
814,11,21,1,5.542665328695779
815,22,5,1,-13.8887952238966
816,22,19,1,-43.2636198716962
817,22,8,1,-9.93468916408991
818,22,12,1,-14.5480257630302
819,22,10,1,-13.2344162177504
820,22,20,1,-11.383270895505316
821,22,23,1,-22.6533134573633
822,22,27,1,-38.4653922792767
823,22,34,1,-10.289402080337585
824,22,11,1,-16.252763908165498
825,22,24,1,-21.5577024048455
826,22,29,1,-17.851285552104898
827,22,15,1,-51.2244960146361
828,22,7,1,-7.5073075195724
829,22,6,1,-18.2328689106289
830,9,19,1,-5.50221123531988
831,9,12,1,-9.922845120919206
832,9,20,1,-9.509221368026417
833,9,34,1,-8.227026637788505
834,9,26,1,-16.3756794959748
835,9,30,1,-5.72018446049033
