,drug_row,drug_col,DepMap_ID,synergy_loewe
68,Dasatinib,891494-63-6,ACH-000001,14.2546138929306
69,Dasatinib,Eloxatin (TN),ACH-000001,-2.74505053796676
70,Dasatinib,7-Ethyl-10-hydroxycamptothecin,ACH-000001,10.470141102705789
71,Dasatinib,topotecan,ACH-000001,3.97404838593301
72,dexamethasone,MK-1775,ACH-000001,-51.0526530215814
73,dexamethasone,915019-65-7,ACH-000001,-47.4221426066702
74,dexamethasone,Bortezomib,ACH-000001,-48.6174186955236
75,dexamethasone,Dasatinib,ACH-000001,-4.94967309757881
76,dexamethasone,Dinaciclib,ACH-000001,-50.2081580119965
77,dexamethasone,Erlotinib,ACH-000001,-15.1908053719363
78,dexamethasone,geldanamycin,ACH-000001,-24.489477273175403
79,dexamethasone,MK-2206,ACH-000001,-15.9690493424185
80,dexamethasone,Niraparib,ACH-000001,7.990973940318055
81,dexamethasone,Deforolimus,ACH-000001,-6.031173456354875
82,dexamethasone,891494-63-6,ACH-000001,-8.487778280986134
83,dexamethasone,Sunitinib,ACH-000001,6.63043849063161
84,dexamethasone,Vorinostat,ACH-000001,-31.9898068495832
85,Dinaciclib,891494-63-6,ACH-000001,-1.5594671307831849
86,doxorubicin,Veliparib,ACH-000001,-45.0142639957413
87,doxorubicin,MK-1775,ACH-000001,12.1604481087081
88,doxorubicin,Bortezomib,ACH-000001,-5.71319191969299
89,doxorubicin,Dinaciclib,ACH-000001,-5.055629267803925
90,doxorubicin,geldanamycin,ACH-000001,-10.105014608202396
91,doxorubicin,L-778123 free base,ACH-000001,-77.138265735765
92,doxorubicin,Lapatinib,ACH-000001,-15.365093008779201
93,doxorubicin,Niraparib,ACH-000001,-43.662241043602
94,doxorubicin,MK-5108,ACH-000001,-22.0307652063606
95,doxorubicin,891494-63-6,ACH-000001,14.332035028067502
96,doxorubicin,Sorafenib,ACH-000001,-26.966118867839498
97,doxorubicin,Sunitinib,ACH-000001,-46.307265628626894
98,doxorubicin,temozolomide,ACH-000001,-65.84206219223691
99,Erlotinib,Veliparib,ACH-000001,-13.7158500847763
100,Erlotinib,915019-65-7,ACH-000001,10.04134171665078
101,Erlotinib,Dasatinib,ACH-000001,14.0878148954661
102,Erlotinib,Deforolimus,ACH-000001,10.07677279226782
103,Erlotinib,891494-63-6,ACH-000001,6.532730447545781
104,Erlotinib,Eloxatin (TN),ACH-000001,-13.9890067074712
105,Erlotinib,391210-10-9,ACH-000001,6.76027179794778
106,Erlotinib,Sorafenib,ACH-000001,-6.25509850462183
107,etoposide,MK-1775,ACH-000001,-9.703992262556994
108,etoposide,915019-65-7,ACH-000001,-25.228251409478098
109,etoposide,Bortezomib,ACH-000001,-16.7283434735652
110,etoposide,Dasatinib,ACH-000001,7.566941527332935
111,etoposide,Dinaciclib,ACH-000001,-26.587041803956602
112,etoposide,Erlotinib,ACH-000001,1.66424117065141
113,etoposide,MK-2206,ACH-000001,-10.57743990282499
114,etoposide,MK-5108,ACH-000001,-10.5215570575022
115,etoposide,891494-63-6,ACH-000001,16.5160019984215
116,etoposide,Sorafenib,ACH-000001,-8.793795556713375
117,etoposide,Sunitinib,ACH-000001,-4.44373822769667
118,etoposide,temozolomide,ACH-000001,-13.2269968508117
119,etoposide,Vorinostat,ACH-000001,-16.8665713941422
120,geldanamycin,915019-65-7,ACH-000001,-10.676844613818005
121,geldanamycin,Dinaciclib,ACH-000001,-12.692489369813199
122,geldanamycin,Eloxatin (TN),ACH-000001,-11.209829632533602
123,geldanamycin,7-Ethyl-10-hydroxycamptothecin,ACH-000001,15.3585082732853
124,geldanamycin,Sorafenib,ACH-000001,-17.1384008926068
125,gemcitabine,Veliparib,ACH-000001,-31.2287321065281
126,gemcitabine,MK-1775,ACH-000001,21.3378218295941
127,gemcitabine,Dinaciclib,ACH-000001,-12.2453464379678
128,gemcitabine,geldanamycin,ACH-000001,-10.318549508789499
129,gemcitabine,Lapatinib,ACH-000001,-19.0460171048626
130,gemcitabine,Niraparib,ACH-000001,-33.913356003863996
131,gemcitabine,MK-5108,ACH-000001,-6.784360887722011
132,gemcitabine,Deforolimus,ACH-000001,-7.0720942996424405
133,gemcitabine,891494-63-6,ACH-000001,27.8245387279485
134,gemcitabine,391210-10-9,ACH-000001,-5.90878159986671
135,gemcitabine,Sorafenib,ACH-000001,-24.1634126926578
136,gemcitabine,Sunitinib,ACH-000001,-33.07193867013015
137,gemcitabine,temozolomide,ACH-000001,-30.763199633625398
138,L-778123 free base,MK-1775,ACH-000001,-54.5203790461256
139,L-778123 free base,915019-65-7,ACH-000001,-48.548310819216
140,L-778123 free base,Bortezomib,ACH-000001,-54.7086361353866
141,L-778123 free base,Dinaciclib,ACH-000001,-62.194079352203445
142,L-778123 free base,Erlotinib,ACH-000001,-20.4134677694429
143,L-778123 free base,etoposide,ACH-000001,-19.99549626439725
144,L-778123 free base,geldanamycin,ACH-000001,-35.663104825385
145,L-778123 free base,gemcitabine,ACH-000001,-41.9625854643863
146,L-778123 free base,MK-2206,ACH-000001,-22.122664274213697
147,L-778123 free base,MK-5108,ACH-000001,-15.555226923708
148,L-778123 free base,891494-63-6,ACH-000001,-34.370463438907095
149,L-778123 free base,Eloxatin (TN),ACH-000001,-13.8337594452479
150,L-778123 free base,391210-10-9,ACH-000001,-9.562647742896806
151,L-778123 free base,topotecan,ACH-000001,-47.1153206453242
152,L-778123 free base,vinorelbine,ACH-000001,-50.1763879457114
153,L-778123 free base,Vorinostat,ACH-000001,-35.82082677671
154,Lapatinib,915019-65-7,ACH-000001,-4.29180030108798
155,Lapatinib,Dinaciclib,ACH-000001,-7.074677602314545
156,Lapatinib,geldanamycin,ACH-000001,5.44175641330582
157,Lapatinib,Sorafenib,ACH-000001,-3.47162398977547
158,Lapatinib,topotecan,ACH-000001,-10.7624197667025
159,metformin,MK-1775,ACH-000001,-59.7261871922369
160,metformin,915019-65-7,ACH-000001,-52.967655942236945
161,metformin,Bortezomib,ACH-000001,-26.217135840045998
162,metformin,Dasatinib,ACH-000001,-3.93372673153684
163,metformin,Dinaciclib,ACH-000001,-41.6823185566749
164,metformin,Erlotinib,ACH-000001,-49.6431675195849
165,metformin,geldanamycin,ACH-000001,-24.7875831361913
166,metformin,Lapatinib,ACH-000001,-12.5236478378631
167,metformin,MK-2206,ACH-000001,-31.7487741041858
168,metformin,Niraparib,ACH-000001,1.76622854686041
169,metformin,MK-5108,ACH-000001,-10.334147410358614
170,metformin,Deforolimus,ACH-000001,-3.94945127113871
171,metformin,891494-63-6,ACH-000001,-18.8191517009036
172,metformin,Sorafenib,ACH-000001,-25.040674636836698
173,metformin,Vorinostat,ACH-000001,-50.8194012944491
174,methotrexate,Veliparib,ACH-000001,-14.344522511260099
175,methotrexate,MK-1775,ACH-000001,-6.47388556522921
176,methotrexate,Bortezomib,ACH-000001,-12.515685155660101
177,methotrexate,Dasatinib,ACH-000001,-5.08907024924845
178,methotrexate,Dinaciclib,ACH-000001,-7.077822223256961
179,methotrexate,L-778123 free base,ACH-000001,-36.824039596797704
180,methotrexate,Lapatinib,ACH-000001,-4.60793191656877
181,methotrexate,MK-2206,ACH-000001,-3.99582858458103
182,methotrexate,MK-5108,ACH-000001,-7.33273631039263
183,methotrexate,Sorafenib,ACH-000001,-11.387213706906895
184,methotrexate,temozolomide,ACH-000001,-12.2421791805788
185,mitomycin C,MK-1775,ACH-000001,16.0265653006042
186,mitomycin C,Bortezomib,ACH-000001,-4.8576881393188795
187,mitomycin C,Dasatinib,ACH-000001,9.076302567440404
188,mitomycin C,Dinaciclib,ACH-000001,-12.6406845879904
189,mitomycin C,geldanamycin,ACH-000001,6.76498974399793
190,mitomycin C,L-778123 free base,ACH-000001,-25.9744071191857
191,mitomycin C,Niraparib,ACH-000001,-10.141354848425983
192,mitomycin C,Deforolimus,ACH-000001,3.12192709618799
193,mitomycin C,891494-63-6,ACH-000001,27.0908190906894
194,mitomycin C,Sorafenib,ACH-000001,-22.5347144533451
195,mitomycin C,Sunitinib,ACH-000001,-3.3725509432215
196,mitomycin C,temozolomide,ACH-000001,-7.06996516398323
197,mitomycin C,Vorinostat,ACH-000001,-3.3664943076236202
198,MK-2206,Veliparib,ACH-000001,-18.645731258072303
199,MK-2206,915019-65-7,ACH-000001,9.645991068675631
200,MK-2206,Bortezomib,ACH-000001,-4.70068936884494
201,MK-2206,Dasatinib,ACH-000001,8.518746242054945
202,MK-2206,Erlotinib,ACH-000001,12.474907846104099
203,MK-2206,geldanamycin,ACH-000001,-6.063367774362115
204,MK-2206,Deforolimus,ACH-000001,7.3062894080406995
205,MK-2206,891494-63-6,ACH-000001,4.01136620263244
206,MK-2206,Eloxatin (TN),ACH-000001,-25.1740496917611
207,MK-2206,391210-10-9,ACH-000001,6.04427662174446
208,MK-4541,5-Fluorouracil,ACH-000001,-5.44881761903992
209,MK-4541,MK-1775,ACH-000001,-39.848562984435546
210,MK-4541,915019-65-7,ACH-000001,-36.5078749111933
211,MK-4541,Bortezomib,ACH-000001,-30.2952918154649
212,MK-4541,Carboplatinum,ACH-000001,-7.02372413381653
213,MK-4541,Dasatinib,ACH-000001,-3.92943347266707
214,MK-4541,Dinaciclib,ACH-000001,-22.302019505223
215,MK-4541,doxorubicin,ACH-000001,-34.6410739344459
216,MK-4541,Erlotinib,ACH-000001,-10.5153425642833
217,MK-4541,etoposide,ACH-000001,-4.422983984821535
218,MK-4541,gemcitabine,ACH-000001,-30.2237548197075
219,MK-4541,metformin,ACH-000001,-8.91406865702948
220,MK-4541,methotrexate,ACH-000001,-14.3137801200785
221,MK-4541,mitomycin C,ACH-000001,-7.227722644227035
222,MK-4541,MK-2206,ACH-000001,-11.9088119676592
223,MK-4541,Niraparib,ACH-000001,6.3274627325522
224,MK-4541,MK-5108,ACH-000001,-6.365366011238115
225,MK-4541,891494-63-6,ACH-000001,-12.5921310683742
226,MK-4541,paclitaxel,ACH-000001,-14.7664548625719
227,MK-4541,temozolomide,ACH-000001,-11.463575710167099
228,MK-4541,topotecan,ACH-000001,-28.28710735403855
229,MK-4541,vinblastine,ACH-000001,-26.652099141240498
230,MK-4541,vinorelbine,ACH-000001,-14.728244880334099
231,MK-4541,Vorinostat,ACH-000001,-12.6273622184838
232,Niraparib,915019-65-7,ACH-000001,-45.1016786246247
233,Niraparib,Bortezomib,ACH-000001,-19.456498631535197
234,Niraparib,Dasatinib,ACH-000001,2.01900910367041
235,Niraparib,Dinaciclib,ACH-000001,-12.9664160823299
236,Niraparib,Erlotinib,ACH-000001,-13.9330908886177
237,Niraparib,MK-2206,ACH-000001,-17.824983772550702
238,Niraparib,891494-63-6,ACH-000001,8.722820418208196
239,Niraparib,391210-10-9,ACH-000001,4.170426987790365
240,Niraparib,topotecan,ACH-000001,-49.8858542627308
241,MK-5108,915019-65-7,ACH-000001,-17.942156704623
242,MK-5108,Bortezomib,ACH-000001,-3.37772258926775
243,MK-5108,Dinaciclib,ACH-000001,-11.1458113321423
244,MK-5108,Erlotinib,ACH-000001,4.74866166433032
245,MK-5108,MK-2206,ACH-000001,-4.35065448400109
246,MK-5108,391210-10-9,ACH-000001,3.53870612550817
247,MK-5108,Sorafenib,ACH-000001,-5.4122719047786205
248,MK-5108,topotecan,ACH-000001,-24.831777800382397
249,Deforolimus,915019-65-7,ACH-000001,18.1065842104071
250,Deforolimus,geldanamycin,ACH-000001,6.26181327737746
251,MRK003,Dasatinib,ACH-000001,7.367639402421185
252,MRK003,Dinaciclib,ACH-000001,-8.604566026091371
253,MRK003,doxorubicin,ACH-000001,-22.9111197865151
254,MRK003,Erlotinib,ACH-000001,9.173399217858414
255,MRK003,geldanamycin,ACH-000001,4.9912249318546404
256,MRK003,gemcitabine,ACH-000001,-17.1932364604338
257,MRK003,L-778123 free base,ACH-000001,-6.16934229750446
258,MRK003,Lapatinib,ACH-000001,11.9039848270195
259,MRK003,metformin,ACH-000001,-7.348750518545585
260,MRK003,Niraparib,ACH-000001,5.40677550476006
261,MRK003,Deforolimus,ACH-000001,14.4461131773463
262,MRK003,paclitaxel,ACH-000001,4.10738909692683
263,MRK003,391210-10-9,ACH-000001,14.771782841114
264,MRK003,Sunitinib,ACH-000001,3.26453963494974
265,MRK003,temozolomide,ACH-000001,-12.455856507062201
266,MRK003,topotecan,ACH-000001,-13.7568989313727
267,Eloxatin (TN),Dinaciclib,ACH-000001,-31.0610831939118
268,Eloxatin (TN),891494-63-6,ACH-000001,-5.54098980880352
269,Eloxatin (TN),Sorafenib,ACH-000001,-27.4619105197477
270,paclitaxel,Veliparib,ACH-000001,-22.6331689091232
271,paclitaxel,Bortezomib,ACH-000001,-3.3656283130461553
272,paclitaxel,Dasatinib,ACH-000001,1.95857795521649
273,paclitaxel,Erlotinib,ACH-000001,3.15862743053514
274,paclitaxel,geldanamycin,ACH-000001,-11.7721991109644
275,paclitaxel,L-778123 free base,ACH-000001,-40.9120653781666
276,paclitaxel,Niraparib,ACH-000001,-26.1137162591951
277,paclitaxel,MK-5108,ACH-000001,-6.3654914621129794
278,paclitaxel,Deforolimus,ACH-000001,-4.0020147024855
279,paclitaxel,391210-10-9,ACH-000001,-9.953990357036979
280,paclitaxel,Sorafenib,ACH-000001,-13.6498916425153
281,paclitaxel,Sunitinib,ACH-000001,-17.104578162594102
282,paclitaxel,temozolomide,ACH-000001,-37.944451514120104
283,paclitaxel,Vorinostat,ACH-000001,3.096181839769255
284,391210-10-9,Dinaciclib,ACH-000001,-5.03331773584183
285,391210-10-9,Deforolimus,ACH-000001,4.57593277367898
286,391210-10-9,891494-63-6,ACH-000001,6.287045680524811
287,391210-10-9,7-Ethyl-10-hydroxycamptothecin,ACH-000001,3.39047622324237
288,7-Ethyl-10-hydroxycamptothecin,Dinaciclib,ACH-000001,-4.381046177991619
289,7-Ethyl-10-hydroxycamptothecin,891494-63-6,ACH-000001,24.707419000573
290,Sorafenib,Dinaciclib,ACH-000001,-10.16292114239149
291,Sorafenib,891494-63-6,ACH-000001,-9.87391359568659
292,Sunitinib,MK-1775,ACH-000001,-50.2488826086502
293,Sunitinib,915019-65-7,ACH-000001,-38.2494473629514
294,Sunitinib,Bortezomib,ACH-000001,-22.300131782649
295,Sunitinib,MK-2206,ACH-000001,-16.6918014416892
296,Sunitinib,Deforolimus,ACH-000001,11.2020575538988
297,Sunitinib,891494-63-6,ACH-000001,-9.97546244486259
298,Sunitinib,Sorafenib,ACH-000001,-11.5276031487239
299,Sunitinib,temozolomide,ACH-000001,-4.9909906579679895
300,Sunitinib,topotecan,ACH-000001,-66.1309087430907
301,temozolomide,MK-1775,ACH-000001,-57.71987469223695
302,temozolomide,915019-65-7,ACH-000001,-54.5159996922369
303,temozolomide,Bortezomib,ACH-000001,-50.2622354276842
304,temozolomide,Dasatinib,ACH-000001,-8.442356461926689
305,temozolomide,Dinaciclib,ACH-000001,-33.8758277749717
306,temozolomide,Erlotinib,ACH-000001,-44.6357793847439
307,temozolomide,geldanamycin,ACH-000001,-19.6900167804877
308,temozolomide,Lapatinib,ACH-000001,-10.486280201781595
309,temozolomide,MK-2206,ACH-000001,-32.920345858956296
310,temozolomide,MK-5108,ACH-000001,-14.4926120364789
311,temozolomide,891494-63-6,ACH-000001,-10.6599183529324
312,temozolomide,Eloxatin (TN),ACH-000001,-19.4707531445762
313,temozolomide,391210-10-9,ACH-000001,-3.48528353415442
314,temozolomide,Sorafenib,ACH-000001,-4.1886433706993405
315,temozolomide,topotecan,ACH-000001,-53.3833434422369
316,topotecan,891494-63-6,ACH-000001,22.0902666327287
317,topotecan,Sorafenib,ACH-000001,-18.6513913404197
318,vinblastine,Veliparib,ACH-000001,-27.791162367596
319,vinblastine,Dasatinib,ACH-000001,-4.82759498695381
320,vinblastine,Dinaciclib,ACH-000001,-5.32397731659052
321,vinblastine,geldanamycin,ACH-000001,-11.1997014243851
322,vinblastine,L-778123 free base,ACH-000001,-49.2928000253991
323,vinblastine,Lapatinib,ACH-000001,-11.904388212624
324,vinblastine,Niraparib,ACH-000001,-19.210257034688098
325,vinblastine,MK-5108,ACH-000001,-8.09182134543116
326,vinblastine,Sunitinib,ACH-000001,-10.837533594598149
327,vinblastine,temozolomide,ACH-000001,-65.952897200664
328,vinorelbine,Veliparib,ACH-000001,-22.9905979443009
329,vinorelbine,Bortezomib,ACH-000001,-5.47687070150595
330,vinorelbine,Dasatinib,ACH-000001,-2.03650242288517
331,vinorelbine,geldanamycin,ACH-000001,-6.71125184966481
332,vinorelbine,Niraparib,ACH-000001,-13.5324571355946
333,vinorelbine,Deforolimus,ACH-000001,-3.097482914271035
334,vinorelbine,891494-63-6,ACH-000001,-3.65209837773651
335,vinorelbine,Sorafenib,ACH-000001,-12.4953690757513
336,vinorelbine,Sunitinib,ACH-000001,-8.15554489588904
337,vinorelbine,temozolomide,ACH-000001,-22.5010699475032
338,Vorinostat,Veliparib,ACH-000001,-22.9325887983491
339,Vorinostat,Dinaciclib,ACH-000001,-4.35122929982569
340,Vorinostat,Erlotinib,ACH-000001,3.76848643321337
341,Vorinostat,MK-2206,ACH-000001,3.7384777279973997
342,Vorinostat,Niraparib,ACH-000001,-13.0130570396232
343,Vorinostat,Deforolimus,ACH-000001,3.11253369493323
344,Vorinostat,Eloxatin (TN),ACH-000001,-22.8890165211245
345,Vorinostat,Sorafenib,ACH-000001,-7.5513733169314605
346,Vorinostat,Sunitinib,ACH-000001,-14.142202253514
347,Vorinostat,temozolomide,ACH-000001,-66.3895874845619
348,5-Fluorouracil,915019-65-7,ACH-000028,3.8102029525023795
349,5-Fluorouracil,Lapatinib,ACH-000028,-2.59655884140174
350,5-Fluorouracil,MK-2206,ACH-000028,6.312036642480015
351,5-Fluorouracil,Niraparib,ACH-000028,-2.43035299013194
352,5-Fluorouracil,Deforolimus,ACH-000028,2.238868068173435
353,5-Fluorouracil,Sorafenib,ACH-000028,-4.66809752986893
354,5-Fluorouracil,Sunitinib,ACH-000028,3.85927948830424
355,5-Fluorouracil,temozolomide,ACH-000028,-47.3269971846391
356,Veliparib,Dinaciclib,ACH-000028,5.443853133098935
357,MK-1775,915019-65-7,ACH-000028,5.60511132658641
358,MK-1775,Dasatinib,ACH-000028,13.152616995102301
359,MK-1775,Lapatinib,ACH-000028,5.83411082973357
360,MK-1775,MK-2206,ACH-000028,10.2875928487219
361,MK-1775,Deforolimus,ACH-000028,11.2301605799975
362,MK-1775,891494-63-6,ACH-000028,9.15242749637977
363,MK-1775,Sorafenib,ACH-000028,2.72297627771513
364,MK-1775,topotecan,ACH-000028,3.6757992173684304
365,915019-65-7,891494-63-6,ACH-000028,-8.773267412602191
366,915019-65-7,Eloxatin (TN),ACH-000028,3.35368901573823
367,915019-65-7,7-Ethyl-10-hydroxycamptothecin,ACH-000028,6.404027506279785
368,915019-65-7,Sorafenib,ACH-000028,2.9399269053872503
369,Bortezomib,Deforolimus,ACH-000028,5.715460268846865
370,Bortezomib,891494-63-6,ACH-000028,-4.0099967400370105
371,Bortezomib,Eloxatin (TN),ACH-000028,-3.22231520584399
372,Carboplatinum,915019-65-7,ACH-000028,-21.9125112721766
373,Carboplatinum,Bortezomib,ACH-000028,-14.6005226683587
374,Carboplatinum,Dinaciclib,ACH-000028,-24.8709962395544
375,Carboplatinum,Erlotinib,ACH-000028,-10.172348922171711
376,Carboplatinum,geldanamycin,ACH-000028,-8.043914875736325
377,Carboplatinum,L-778123 free base,ACH-000028,-10.40323875099471
378,Carboplatinum,Lapatinib,ACH-000028,-11.121941586722716
379,Carboplatinum,MK-2206,ACH-000028,-5.81062583364454
380,Carboplatinum,Sorafenib,ACH-000028,-21.7903141057581
381,Carboplatinum,Sunitinib,ACH-000028,-21.2179391511401
382,cyclophosphamide,Veliparib,ACH-000028,-9.05086712377648
383,cyclophosphamide,MK-1775,ACH-000028,-26.4176954857443
384,cyclophosphamide,915019-65-7,ACH-000028,-24.94346464129
385,cyclophosphamide,Bortezomib,ACH-000028,-40.757109669356296
386,cyclophosphamide,Dasatinib,ACH-000028,-13.842224147838
387,cyclophosphamide,Dinaciclib,ACH-000028,-42.629955226532104
388,cyclophosphamide,Erlotinib,ACH-000028,-23.2991253510462
389,cyclophosphamide,geldanamycin,ACH-000028,-16.731388842254397
390,cyclophosphamide,L-778123 free base,ACH-000028,-12.140758932909598
391,cyclophosphamide,Lapatinib,ACH-000028,-34.0429760746987
392,cyclophosphamide,Niraparib,ACH-000028,-7.42523938470196
393,cyclophosphamide,MK-5108,ACH-000028,-7.3712165696819305
394,cyclophosphamide,Deforolimus,ACH-000028,-26.301951173943
395,cyclophosphamide,891494-63-6,ACH-000028,-17.1350943876332
396,cyclophosphamide,391210-10-9,ACH-000028,5.61763610641406
397,cyclophosphamide,Sorafenib,ACH-000028,-12.7922650742665
398,cyclophosphamide,Sunitinib,ACH-000028,-11.394689643815099
399,cyclophosphamide,Vorinostat,ACH-000028,-18.8590911558878
400,Dasatinib,891494-63-6,ACH-000028,10.40149019905228
401,Dasatinib,7-Ethyl-10-hydroxycamptothecin,ACH-000028,7.06231917660301
402,Dasatinib,topotecan,ACH-000028,4.42945191120096
403,dexamethasone,MK-1775,ACH-000028,7.56317285350827
404,dexamethasone,Dasatinib,ACH-000028,14.813253883432301
405,dexamethasone,L-778123 free base,ACH-000028,4.77392856709038
406,dexamethasone,Lapatinib,ACH-000028,-4.89873948680836
407,dexamethasone,MK-2206,ACH-000028,13.1909794128968
408,dexamethasone,Niraparib,ACH-000028,6.81162619677165
409,dexamethasone,MK-5108,ACH-000028,11.3882875700262
410,dexamethasone,Deforolimus,ACH-000028,10.8195726865588
411,dexamethasone,891494-63-6,ACH-000028,9.19868243396693
412,doxorubicin,Veliparib,ACH-000028,-36.2145291940951
413,doxorubicin,MK-1775,ACH-000028,-10.514338126803295
414,doxorubicin,Bortezomib,ACH-000028,-4.23339489827427
415,doxorubicin,Dasatinib,ACH-000028,-14.486538778402199
416,doxorubicin,Erlotinib,ACH-000028,-2.0348943288854597
417,doxorubicin,geldanamycin,ACH-000028,-10.6479693001304
418,doxorubicin,L-778123 free base,ACH-000028,-8.683341147823299
419,doxorubicin,Lapatinib,ACH-000028,-3.5207508624336503
420,doxorubicin,Niraparib,ACH-000028,-17.5340511577541
421,doxorubicin,MK-5108,ACH-000028,-19.5970456170959
422,doxorubicin,Deforolimus,ACH-000028,7.2939400042191895
423,doxorubicin,891494-63-6,ACH-000028,-18.8023442008959
424,doxorubicin,391210-10-9,ACH-000028,-11.999997417569901
425,doxorubicin,Sorafenib,ACH-000028,-7.14961284572996
426,doxorubicin,temozolomide,ACH-000028,-64.742093442237
427,doxorubicin,Vorinostat,ACH-000028,-7.12221617984345
428,Erlotinib,Veliparib,ACH-000028,-4.17922024246908
429,Erlotinib,915019-65-7,ACH-000028,5.75633796087957
430,Erlotinib,Deforolimus,ACH-000028,10.749410068948151
431,Erlotinib,7-Ethyl-10-hydroxycamptothecin,ACH-000028,6.7966369947810605
432,Erlotinib,topotecan,ACH-000028,9.555471894673804
433,etoposide,915019-65-7,ACH-000028,-5.06415051851383
434,etoposide,Erlotinib,ACH-000028,5.3494946616289045
435,etoposide,geldanamycin,ACH-000028,-3.25884380489945
436,etoposide,MK-2206,ACH-000028,11.343826228530599
